rep,seed,cell,fit_spec,n_models,n_items,n_obs,true_rho,true_effect,true_slope_sd,true_tau_model,true_tau_item,dataset_sha256,realized_corr,overall_self_prop,min_model_n_self,min_model_n_control,min_model_self_prop,max_model_self_prop,median_model_self_prop,corr_model_selfprop_X,min_within_self_ss,median_within_self_ss,total_within_self_ss,rho_model_realized,p_min,p_max,pct_outcome_p_below_05,pct_outcome_p_above_95,fit_error,r_fit_spec,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,slope_zero,model_intercept_zero,item_intercept_zero,corr_boundary
27,92623027,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,b8e2b26643a6d4d46cec0e3c1bd236078c58bf01cffb9ed48f8bda9a593c7428,3.900230719517327e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.18259181390199816,0.5157628405509104,0.7305254539429515,0.0,0.0,,M1,True,True,[],0.0956,0.0231,0.0,0.0502,0.1409,True,-0.0044,True,0.0647,0.1011,-1,0.062,-4.3368e-19,"[0.062, 0.0647, -0.1011, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
27,92623027,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,b8e2b26643a6d4d46cec0e3c1bd236078c58bf01cffb9ed48f8bda9a593c7428,3.900230719517327e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.18259181390199816,0.5157628405509104,0.7305254539429515,0.0,0.0,,M2,True,True,[],0.0959,0.0208,4.0573e-06,0.0551,0.1367,True,-0.0041,True,0.0,1.9539e-07,NA,0.0622,0.0,"[0.0622, 0, 1.9539e-07]","[0, 0, 0]",model_slope_sd_zero,True,True,False,False
28,92623028,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,27e46080c86865674812555648a0a5f909396f60b5dded4b8c42eafa21f6fc10,-4.143835678269873e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.14301537608276524,0.5431577446382488,0.716353756043369,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0702,0.0933,0.4519,-0.1126,0.2529,False,-0.0298,True,0.0,0.1934,NaN,0.0,0.0,"[0, 0, -0.1921, 0.0219]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
28,92623028,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,27e46080c86865674812555648a0a5f909396f60b5dded4b8c42eafa21f6fc10,-4.143835678269873e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.14301537608276524,0.5431577446382488,0.716353756043369,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0697,0.0923,0.4502,-0.1112,0.2505,False,-0.0303,True,0.0633,0.1814,NA,1.7135e-08,0.004,"[1.7135e-08, 0.0633, 0.1814]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
28,92623028,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,ec8937196ec8bf268e26d9dc86c64de7f73c44d00bad943e24a0b3719629bfc5,-4.143835678269873e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.14179423832533086,0.5431577446382488,0.7151903449398701,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.0697,0.0928,0.4522,-0.1121,0.2516,False,-0.0303,True,0.0,0.1881,NaN,0.0,0.0,"[0, 0, -0.1872, 0.0185]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
28,92623028,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,ec8937196ec8bf268e26d9dc86c64de7f73c44d00bad943e24a0b3719629bfc5,-4.143835678269873e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.14179423832533086,0.5431577446382488,0.7151903449398701,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.0691,0.0914,0.4499,-0.1101,0.2482,False,-0.0309,True,0.0739,0.1709,NA,0.0,0.0055,"[0, 0.0739, 0.1709]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
28,92623028,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,2ad2726029344da25574017a15bdd7ef7ea8ae286621e92d14b8c7eadce5444e,-7.780435711620479e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.05213261198008911,0.5053573627099679,0.7298768490915961,0.0,0.0,,M1,True,True,[],0.0882,0.0215,0.0,0.0461,0.1303,True,-0.0118,True,0.0,0.0538,NaN,5.4771e-07,0.0,"[5.4771e-07, 0, -0.0535, 0.0053]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
28,92623028,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,2ad2726029344da25574017a15bdd7ef7ea8ae286621e92d14b8c7eadce5444e,-7.780435711620479e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.05213261198008911,0.5053573627099679,0.7298768490915961,0.0,0.0,,M2,True,True,[],0.0881,0.0213,0.0,0.0463,0.1299,True,-0.0119,True,0.0231,0.0483,NA,0.0,0.0005,"[0, 0.0231, 0.0483]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
28,92623028,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,9749bbe6d495e8f97a38581624b15472842ba5f17f950ce96cf158c24634579d,-7.780435711620479e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2870902503348468,0.5053573627099679,0.7306026518719385,0.0,0.0,,M1,True,True,[],0.087,0.0216,0.0001,0.0447,0.1293,True,-0.013,True,0.0,0.0589,NaN,0.0,0.0,"[0, 0, -0.0568, 0.0156]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
28,92623028,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,9749bbe6d495e8f97a38581624b15472842ba5f17f950ce96cf158c24634579d,-7.780435711620479e-20,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.2870902503348468,0.5053573627099679,0.7306026518719385,0.0,0.0,,M2,True,True,[],0.0869,0.0214,0.0,0.0449,0.1289,True,-0.0131,True,0.0265,0.0523,NA,0.0,0.0007,"[0, 0.0265, 0.0523]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
29,92623029,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,8cb96e436ccb3636f704539a1ba013bd519612471c56cedadf2a184f2e794c60,-2.412910046172977e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.05787367866292566,0.5338524060374152,0.7284138197546385,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.037,0.0918,0.6869,-0.2169,0.1429,False,-0.137,True,0.1201,0.1796,-0.9997,0.0,5.1978e-06,"[0, 0.1201, -0.1796, 0.0041]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,True,True
29,92623029,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,8cb96e436ccb3636f704539a1ba013bd519612471c56cedadf2a184f2e794c60,-2.412910046172977e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.05787367866292566,0.5338524060374152,0.7284138197546385,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0349,0.0851,0.6819,-0.2017,0.132,False,-0.1349,True,0.0,0.0635,NA,0.0,1.3177e-10,"[0, 0, 0.0635]","[0, 0, 0]",model_intercept_sd_zero,False,True,True,False
29,92623029,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,6e8d202290927fe37b5c57d61230b1d5b63d99017cf35f8bf86bc9da6aec1881,-2.412910046172977e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.15061629576972077,0.5338524060374152,0.7273840492149137,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),-0.0331,0.0922,0.7192,-0.2138,0.1475,False,-0.1331,True,0.1211,0.1843,-0.9452,0.0,0.0011,"[0, 0.1211, -0.1742, 0.0602]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,False,False,True,False
29,92623029,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,6e8d202290927fe37b5c57d61230b1d5b63d99017cf35f8bf86bc9da6aec1881,-2.412910046172977e-19,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.15061629576972077,0.5338524060374152,0.7273840492149137,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),-0.0311,0.0857,0.7172,-0.1991,0.137,False,-0.1311,True,0.0227,0.0808,NA,0.0,0.0005,"[0, 0.0227, 0.0808]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
29,92623029,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,bc7377051b50c50411b398f862c4fa95830aeb5027f59b54386a4af57f9378e6,3.055199752111962e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.09861497070370674,0.531185336872884,0.7291155840495354,0.0,0.0,,M1,True,True,[],0.0858,0.0222,0.0001,0.0422,0.1294,True,-0.0142,True,0.0,0.0789,NaN,0.0,0.0,"[0, 0, 0.0788, 0.0027]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
29,92623029,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,bc7377051b50c50411b398f862c4fa95830aeb5027f59b54386a4af57f9378e6,3.055199752111962e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,-0.09861497070370674,0.531185336872884,0.7291155840495354,0.0,0.0,,M2,True,True,[],0.0857,0.022,0.0001,0.0426,0.1289,True,-0.0143,True,0.0344,0.072,NA,0.0,0.0012,"[0, 0.0344, 0.072]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
29,92623029,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,a7af46cc4c27ab28cc164c65e75b417dfdde9bc84b725d3560a3a57076633e9e,3.055199752111962e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.16301075753278646,0.531185336872884,0.7304346180257653,0.0,0.0,,M1,True,True,[],0.0854,0.0223,0.0001,0.0417,0.1291,True,-0.0146,True,0.0,0.08,NaN,0.0,0.0,"[0, 0, 0.08, 0.0011]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,True,False
29,92623029,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,a7af46cc4c27ab28cc164c65e75b417dfdde9bc84b725d3560a3a57076633e9e,3.055199752111962e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.16301075753278646,0.531185336872884,0.7304346180257653,0.0,0.0,,M2,True,True,[],0.0853,0.0221,0.0001,0.0421,0.1286,True,-0.0147,True,0.0329,0.0739,NA,0.0,0.0011,"[0, 0.0329, 0.0739]","[0, 0, 0]",item_intercept_sd_zero,False,False,True,False
30,92623030,P6_A_LOW_RHO0,M1,24,100,2400,0.0,0.1,0.02,0.03,0.03,6ef39110d1384e9bd93ccd3678ea04b1b05d31fa19e1794bc70d59c8f278338b,1.5216193823074717e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.16934026229916016,0.5454040388722213,0.7316904743248636,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1265,0.0881,0.1511,-0.0462,0.2992,False,0.0265,True,0.016,0.0842,-1,0.1382,5.421e-20,"[0.1382, 0.016, -0.0842, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
30,92623030,P6_A_LOW_RHO0,M2,24,100,2400,0.0,0.1,0.02,0.03,0.03,6ef39110d1384e9bd93ccd3678ea04b1b05d31fa19e1794bc70d59c8f278338b,1.5216193823074717e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,-0.16934026229916016,0.5454040388722213,0.7316904743248636,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1261,0.0869,0.147,-0.0443,0.2965,False,0.0261,True,0.0,0.0466,NA,0.1389,0.0,"[0.1389, 0, 0.0466]","[0, 0, 0]",model_intercept_sd_zero,False,True,False,False
30,92623030,P6_B_LOW_RHO30,M1,24,100,2400,0.3,0.1,0.02,0.03,0.03,6ef39110d1384e9bd93ccd3678ea04b1b05d31fa19e1794bc70d59c8f278338b,1.5216193823074717e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.20264941641482917,0.5454040388722213,0.7313886978570705,0.0,0.0,,M1,True,True,boundary (singular) fit: see help('isSingular'),0.1265,0.0881,0.1511,-0.0462,0.2992,False,0.0265,True,0.016,0.0842,-1,0.1382,5.421e-20,"[0.1382, 0.016, -0.0842, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,False,False,False,True
30,92623030,P6_B_LOW_RHO30,M2,24,100,2400,0.3,0.1,0.02,0.03,0.03,6ef39110d1384e9bd93ccd3678ea04b1b05d31fa19e1794bc70d59c8f278338b,1.5216193823074717e-18,0.5,50,50,0.5,0.5,0.5,,25.0,25.0,600.0,0.20264941641482917,0.5454040388722213,0.7313886978570705,0.0,0.0,,M2,True,True,boundary (singular) fit: see help('isSingular'),0.1261,0.0869,0.147,-0.0443,0.2965,False,0.0261,True,0.0,0.0466,NA,0.1389,0.0,"[0.1389, 0, 0.0466]","[0, 0, 0]",model_intercept_sd_zero,False,True,False,False
30,92623030,P6_C_HIGH_RHO0,M1,100,400,40000,0.0,0.1,0.02,0.03,0.03,0fe53d1d5b57c55ff327bc3ba455fbf1c831d01c006ac8b084dc2e923bf20ba0,3.617831882897134e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.20605678664955124,0.5118495590404525,0.7348855915498047,0.0,0.0,,M1,True,True,[],0.1135,0.0213,1.0148e-07,0.0717,0.1553,True,0.0135,True,0.0,0.0466,NaN,0.0452,0.0,"[0.0452, 0, -0.0466, 0.0001]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,False,False
30,92623030,P6_C_HIGH_RHO0,M2,100,400,40000,0.0,0.1,0.02,0.03,0.03,0fe53d1d5b57c55ff327bc3ba455fbf1c831d01c006ac8b084dc2e923bf20ba0,3.617831882897134e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.20605678664955124,0.5118495590404525,0.7348855915498047,0.0,0.0,,M2,True,False,[],0.1134,0.0211,7.2092e-08,0.0721,0.1547,True,0.0134,True,0.0327,0.032,NA,0.0453,0.001,"[0.0453, 0.0327, 0.032]","[0, 0, 0]",non_singular,False,False,False,False
30,92623030,P6_D_HIGH_RHO30,M1,100,400,40000,0.3,0.1,0.02,0.03,0.03,d63645bea87877b21620b2a81858631928d8950cb9537f97a22e3214ddb52d65,3.617831882897134e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.489708623737998,0.5118495590404525,0.7377300433902785,0.0,0.0,,M1,True,True,[],0.1142,0.0214,9.6725e-08,0.0723,0.1562,True,0.0142,True,0.0,0.0509,NaN,0.0452,0.0,"[0.0452, 0, -0.0509, 0.0003]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,False,True,False,False
30,92623030,P6_D_HIGH_RHO30,M2,100,400,40000,0.3,0.1,0.02,0.03,0.03,d63645bea87877b21620b2a81858631928d8950cb9537f97a22e3214ddb52d65,3.617831882897134e-19,0.5,200,200,0.5,0.5,0.5,,100.0,100.0,10000.0,0.489708623737998,0.5118495590404525,0.7377300433902785,0.0,0.0,,M2,True,False,[],0.1141,0.0211,6.7145e-08,0.0727,0.1555,True,0.0141,True,0.0338,0.0369,NA,0.0453,0.0011,"[0.0453, 0.0338, 0.0369]","[0, 0, 0]",non_singular,False,False,False,False
